epoch,layer,transport_error
919,0,6.212718339781986e-09
919,1,6.980097388975537e-09
920,0,7.022299630676798e-09
920,1,7.956645120543726e-09
921,0,7.2854011712308875e-09
921,1,7.799808798836239e-09
922,0,7.0924879302936006e-09
922,1,7.202127783045853e-09
923,0,7.583825123447241e-09
923,1,7.075304786496872e-09
924,0,7.309574723279866e-09
924,1,7.825102343872459e-09
925,0,7.319771455627233e-09
925,1,6.846521127812366e-09
926,0,5.898532329240425e-09
926,1,6.943928099190089e-09
927,0,6.985505063283881e-09
927,1,7.02143587716364e-09
928,0,7.449849181995205e-09
928,1,7.844803029399827e-09
929,0,6.289558651673133e-09
929,1,7.26350624091765e-09
930,0,5.990962836932567e-09
930,1,6.290830523170143e-09
931,0,7.112814337517648e-09
931,1,6.940556573908907e-09
932,0,6.567659749379118e-09
932,1,6.657713047530933e-09
933,0,7.455720485438633e-09
933,1,7.494370457550303e-09
934,0,5.7965716671048995e-09
934,1,7.00671520803553e-09
935,0,7.056329742738399e-09
935,1,7.637899201995424e-09
936,0,6.007814690178748e-09
936,1,7.916724165113465e-09
937,0,6.836385679775958e-09
937,1,6.851891498627083e-09
938,0,7.293147419318302e-09
938,1,7.533583534780064e-09
939,0,7.3107542242212276e-09
939,1,7.09118630481953e-09
940,0,6.408219732634279e-09
940,1,7.90408982709323e-09
941,0,7.22387571983063e-09
941,1,7.613316199694964e-09
942,0,6.432916865861671e-09
942,1,6.929757656592983e-09
943,0,5.615560016991594e-09
943,1,7.6805619642073e-09
944,0,7.535931878521751e-09
944,1,7.97096877391823e-09
945,0,7.109095978563573e-09
945,1,7.638483623395587e-09
946,0,7.253461387080051e-09
946,1,7.604715968057008e-09
947,0,6.512725025942245e-09
947,1,7.396962153904951e-09
948,0,7.728434781029137e-09
948,1,7.763561349349857e-09
949,0,7.007124214197802e-09
949,1,7.653058631262866e-09
950,0,7.875553542646685e-09
950,1,7.723147454896662e-09
951,0,7.25764159881237e-09
951,1,7.394333589871849e-09
952,0,7.60082841111398e-09
952,1,7.805442514552396e-09
953,0,6.712209010828474e-09
953,1,7.54668594282748e-09
954,0,5.4569353480360405e-09
954,1,7.220900766213845e-09
955,0,7.77139863572529e-09
955,1,7.155907422173868e-09
956,0,6.822439502229827e-09
956,1,6.907775684794615e-09
957,0,8.19189160949918e-09
957,1,7.246572675256857e-09
958,0,6.563372956236435e-09
958,1,8.052790434476265e-09
959,0,7.33760963100849e-09
959,1,7.092918252737945e-09
960,0,7.734116458379958e-09
960,1,7.087837428088051e-09
961,0,7.129581369724747e-09
961,1,7.616161035173263e-09
962,0,6.3537157757309615e-09
962,1,7.453749617525318e-09
963,0,7.541411051192881e-09
963,1,8.243729254786558e-09
964,0,7.595204465360439e-09
964,1,7.640467813985197e-09
965,0,6.448952039050937e-09
965,1,6.760521031878852e-09
966,0,6.456364332052544e-09
966,1,6.833720700427648e-09
967,0,6.602634883279279e-09
967,1,6.887546977196735e-09
968,0,7.353815778543549e-09
968,1,6.643087857582941e-09
969,0,6.467215207806021e-09
969,1,6.8341288184115e-09
970,0,6.8728800428630166e-09
970,1,7.121577549895619e-09
971,0,7.701276061311546e-09
971,1,7.660080569849015e-09
972,0,8.373015170093367e-09
972,1,6.50003340041394e-09
973,0,6.118860973458595e-09
973,1,7.516850253352914e-09
974,0,6.94167345827168e-09
974,1,9.026554614877114e-09
975,0,5.334889419117417e-09
975,1,6.239795791174174e-09
976,0,7.0670105323245025e-09
976,1,6.498500404461538e-09
977,0,6.7735106412669666e-09
977,1,7.518948130780245e-09
978,0,6.883791314749033e-09
978,1,6.788848150307558e-09
979,0,6.778503092164101e-09
979,1,7.717183336808375e-09
980,0,5.785658174772834e-09
980,1,7.469449947450357e-09
981,0,6.608900093851844e-09
981,1,7.935447854379163e-09
982,0,5.960434368290635e-09
982,1,7.421601999624272e-09
983,0,6.518365847085761e-09
983,1,7.309970850855052e-09
984,0,5.774379197021062e-09
984,1,6.7251617608121705e-09
985,0,7.511048671915432e-09
985,1,7.3644583764576055e-09
986,0,6.457733459086512e-09
986,1,8.133559603606955e-09
987,0,5.777312406252122e-09
987,1,6.847833855516683e-09
988,0,7.485125408379645e-09
988,1,6.5115632885692776e-09
989,0,7.78108422139212e-09
989,1,7.581000716072595e-09
990,0,7.133081236787575e-09
990,1,7.482447550444249e-09
991,0,6.56415943822708e-09
991,1,7.331824036782564e-09
992,0,6.261723139999731e-09
992,1,6.522408391163026e-09
993,0,7.06432246033728e-09
993,1,7.760773357290418e-09
994,0,7.738024443426639e-09
994,1,7.431467885510301e-09
995,0,6.383209072424734e-09
995,1,7.08564673601586e-09
996,0,6.428899190780157e-09
996,1,7.89464227324288e-09
997,0,6.243071393186028e-09
997,1,6.7654872815126055e-09
998,0,6.665671126171446e-09
998,1,7.120467326870994e-09
999,0,6.712108202577838e-09
999,1,7.95207188986069e-09
